,Title,published_date,Views,Likes,Comments,Month
1144,FINALLY IN DOHA QATAR,2019-01-16,1223720,75577,1223720,Jan
1145,CAN WE MAKE THIS HAPPEN ?,2019-01-14,719465,53986,719465,Jan
1146,DONT PARK IT LIKE THIS !,2019-01-12,648208,54342,648208,Jan
1147,GOOD NEWS - BAD NEWS,2019-01-11,918421,63265,918421,Jan
1148,DRUG FREE INDIA,2019-01-07,665570,53606,665570,Jan
1149,BEST VLOGGING CAMERA 2019 ?,2019-01-06,1603844,77318,1603844,Jan
1150,FINALLY I FOUND IT AT THE END,2019-01-04,702288,64681,702288,Jan
1151,ALMOST GOT STUCK IN DUNES,2019-01-02,1014397,97053,1014397,Jan
1152,HAPPY NEW YEAR 2019 !!!,2019-01-01,1090966,77083,1090966,Jan
1153,JUMP AND GO ANYWHERE !!!,2018-12-31,1071255,62164,1071255,Dec
1154,HELICOPTER WENT DOWN AND...,2018-12-30,1395898,83453,1395898,Dec
1155,A LIMITED EDITION VINTAGE CAR,2018-12-29,1027139,102763,1027139,Dec
1156,NEW YEAR'S WEEK IN DUBAI,2018-12-28,1018340,67074,1018340,Dec
1157,HOW 2018 MADE ME RICH !!!,2018-12-27,720929,64926,720929,Dec
1158,A 10 YEAR OLD COMMITMENT,2018-12-25,813333,88382,813333,Dec
1159,THE REALITY CHECK !!!,2018-12-23,955788,102854,955788,Dec
1160,THE NEW BMW IS HERE...,2018-12-20,1543011,81265,1543011,Dec
1161,WAS IT HAUNTED ?,2018-12-19,1235753,80171,1235753,Dec
1162,COULDN'T BELIEVE WHEN I FIRST SAW IT,2018-12-18,847946,86314,847946,Dec
1163,THE COPS HAD TO COME,2018-12-16,1500900,83866,1500900,Dec
1164,UNEXPECTED THINGS HAPPEN,2018-12-15,774999,57688,774999,Dec
1165,A QUICK CHANGE OF PLAN,2018-12-14,1011820,62061,1011820,Dec
1166,MY LUCKY RED FERRARI JACKET !!!,2018-12-13,881881,56319,881881,Dec
1167,A SECRET PLACE IN MUMBAI,2018-12-11,871379,80007,871379,Dec
1168,BIGGEST HOUSE IN MUMBAI for 2,2018-12-09,1862605,88687,1862605,Dec
1169,ITS TIME TO SAY GOOD BYE,2018-12-07,1126082,88887,1126082,Dec
1170,IT COST A CRORE TOGETHER,2018-12-05,1553203,91900,1553203,Dec
1171,ABOUT T-SERIES vs PEWDIEPIE ?,2018-12-04,1285946,140535,1285946,Dec
1172,HOW I REACHED 2 MILLION !!!!!,2018-12-02,882526,111822,882526,Dec
1173,YOUTUBERS YEAR END PARTY 2018,2018-11-30,1148748,65600,1148748,Nov
1174,WORLDS TALLEST | STATUE OF UNITY,2018-11-29,2524623,129953,2524623,Nov
1175,I PASSED OUT IN THE MIDDLE OF THE ROAD,2018-11-27,1595343,114052,1595343,Nov
1176,WE SHOCKED EVERYONE,2018-11-26,820638,56758,820638,Nov
1177,60 MILLION⌛️But NOT FOR SALE,2018-11-25,1064363,81099,1064363,Nov
1178,WE DID THE IMPOSSIBLE,2018-11-24,1071652,62780,1071652,Nov
1179,MUMBAI TO GUJRAT WITH FULL SWAG,2018-11-23,1607032,77752,1607032,Nov
1180,THE MOST AWAITED THING ..,2018-11-22,739697,51167,739697,Nov
1181,MYSTERY BOX FROM GERMANY,2018-11-21,882400,63592,882400,Nov
1182,ONLY ONE IN INDIA  & COST 49 Lakhs,2018-11-18,8758287,434101,8758287,Nov
1183,I SHOULD GET MARRIED NOW,2018-11-16,959803,55185,959803,Nov
1184,HIGH TIME I SAY THIS...,2018-11-14,669978,46643,669978,Nov
1185,"THE SIDE EFFECT OF ' KAUN KHEECHEGA PANAROMA """,2018-11-12,770132,54810,770132,Nov
1186,ABOUT MY SAMSUNG GALAXY TAB s4,2018-11-10,643676,41613,643676,Nov
1187,SOMETHING NEW THIS DIWALI ...,2018-11-08,855164,61772,855164,Nov
1188,MY DIWALI STORY,2018-11-07,685690,47130,685690,Nov
1189,BEST BIRTHDAY EVER !!!!,2018-11-04,1222565,77208,1222565,Nov
1190,HBD live,2018-11-03,430241,32892,430241,Nov
1191,HBD Live,2018-11-03,0,1099,0,Nov
1192,HBD Life,2018-11-03,0,2529,0,Nov
1193,MY BICYCLE WORTH 2.5 LAKHS,2018-11-03,2111606,100102,2111606,Nov
1194,SECRET OF OUR ENERGY ...,2018-11-01,745096,52604,745096,Nov
1195,I BOUGHT MYSELF AN AUDI,2018-10-31,1817000,93192,1817000,Oct
1196,EVERY YOUTUBERS DREAM,2018-10-29,2168213,91130,2168213,Oct
1197,I AM DOING IT FINALLY !!,2018-10-27,554867,42699,554867,Oct
1198,I OVERLOADED MY TIGER AND .....,2018-10-24,1218007,72673,1218007,Oct
1199,WE GOT THE JAGUAR,2018-10-22,1403703,64694,1403703,Oct
1200,THE UNCENSORED VLOG !!!,2018-10-20,1039462,66212,1039462,Oct
1201,THIS SHOULD NOT HAVE HAPPENED,2018-10-19,1152842,58081,1152842,Oct
1202,SHE LOOKED STUNNING IN SAREE..,2018-10-18,521046,38345,521046,Oct
1203,THIS WILL BRING YOUR SMILE BACK,2018-10-16,597032,38894,597032,Oct
1204,THIS....MADE MY DAY..,2018-10-14,553816,34876,553816,Oct
1205,SHE LOVED IT ... did YOU ?,2018-10-13,698717,54413,698717,Oct
1206,WHEN I FELL AND CRACKED MY JAW 😱,2018-10-11,489147,47816,489147,Oct
1207,AFTER A LONG GAP !!!,2018-10-10,547483,68813,547483,Oct
1208,"MY LUXURY "" BMW S1000Xr "" DROP TO THE AIRPORT",2018-10-08,576468,40358,576468,Oct
1209,STOPPED BY THE COPS,2018-10-07,584671,42969,584671,Oct
1210,DELHI vs MUMBAI,2018-10-05,539445,38888,539445,Oct
1211,her BAD IDEA !!,2018-10-03,688034,44274,688034,Oct
1212,A TOUGH CHOICE,2018-10-02,710302,48137,710302,Oct
1213,WEARING THIS FOR A DAY ...,2018-10-01,474179,34273,474179,Oct
1214,THATS WHAT LOVERS DO,2018-09-29,559738,35463,559738,Sep
1215,THE GANGNAM STYLE,2018-09-28,674885,52452,674885,Sep
1216,GETTING FAMOUS IN KOREA !!,2018-09-27,815621,50820,815621,Sep
1217,THE NEXT LVL THING,2018-09-26,447318,38455,447318,Sep
1218,AND WE DID IT !!!!,2018-09-24,758532,70727,758532,Sep
1219,BIGGEST GLITCH ON YOUTUBE,2018-09-22,425410,42620,425410,Sep
1220,WILL NEVER FORGET THIS DAY,2018-09-21,678639,41537,678639,Sep
1221,A SAD REALITY...,2018-09-20,649735,34800,649735,Sep
1222,MEET AURA | SHE IS A ROBOT,2018-09-18,590137,47288,590137,Sep
1223,Little INDIA IN SINGAPORE,2018-09-16,749694,47124,749694,Sep
1224,ON THE Formula 1 Race track,2018-09-14,540450,36879,540450,Sep
1225,ALMOST BROKE MY CAMERA,2018-09-13,987044,52504,987044,Sep
1226,MADE IT TO SINGAPORE,2018-09-12,671467,41207,671467,Sep
1227,THE UNCENSORED TALK,2018-09-11,563429,40478,563429,Sep
1228,OUR BEAUTIFUL ROOM,2018-09-10,590972,41583,590972,Sep
1229,HIS BIRTHDAY MY GIFT,2018-09-08,1014495,60360,1014495,Sep
1230,IS IT SAFE OR NOT ?,2018-09-07,542673,52764,542673,Sep
1231,WAS IT A GOOD IDEA ?,2018-09-03,756156,56713,756156,Sep
1232,"DO YOU REMEMBER THIS ?  IN "" FIRST AVENGER """,2018-09-01,739973,55454,739973,Sep
1233,THE NEWYORK MOVIE,2018-08-30,556512,44881,556512,Aug
1234,WE RACED OUR YACHTS AND....,2018-08-30,643261,54313,643261,Aug
1235,SWAG SE KARENGEY SWAGAT,2018-08-28,769144,55297,769144,Aug
1236,ONCE UPON A TIME IN GREECE,2018-08-27,947178,75001,947178,Aug
1237,SEOUL - MUMBAI - ABU DHABI - GREECE,2018-08-26,933192,52498,933192,Aug
1238,TYPHOON IN KOREA ???,2018-08-24,859012,56718,859012,Aug
1239,WENT CRASHING AT CREATORS SUMMIT 2018,2018-08-23,1057691,72343,1057691,Aug
1240,YOUTUBE SURPRISED ME in SOUTH KOREA,2018-08-22,1468568,76680,1468568,Aug
1241,PACKED AND READY !!,2018-08-21,496183,55073,496183,Aug
1242,I NEVER KNEW UNTILL I VISITED THIS ROOF...,2018-08-19,669298,40178,669298,Aug
1243,WILL YOU HELP ?,2018-08-17,713743,42096,713743,Aug
1244,BEING HUMAN IN TODAYS WORLD,2018-08-15,839023,65954,839023,Aug
1245,WE MET AT the LOVERS POINT,2018-08-14,731871,42845,731871,Aug
1246,WASHINGTON DIARIES,2018-08-13,577082,49497,577082,Aug
1247,DID MY DRONE SURVIVE ?,2018-08-12,878627,50924,878627,Aug
1248,GUESS WHAT HAPPENED NEXT ??,2018-08-11,763190,50603,763190,Aug
1249,CLAIMED TO BE A BLESSED LAKE,2018-08-10,885832,57171,885832,Aug
1250,AT NORTH SIKKIM,2018-08-09,925100,64917,925100,Aug
1251,I TOOK THE JUMP !!!!,2018-08-08,1004545,54986,1004545,Aug
1252,MY NEW FOUND LOVE,2018-08-07,991554,56336,991554,Aug
1253,"The Day i Met "" RANVEER SINGH """,2018-08-06,2217791,120684,2217791,Aug
1254,SPECIALLY FOR YOU,2018-08-04,796594,53777,796594,Aug
1255,MY NEW SCOOTER BIKE,2018-08-03,1667178,75620,1667178,Aug
1256,IT WAS A BAD TIMING,2018-08-01,912854,53798,912854,Aug
1257,HELLO EMOTION HELLO AGAIN !!,2018-07-29,967745,58881,967745,Jul
1258,AN UNEXPECTED GIFT,2018-07-28,1677397,84969,1677397,Jul
1259,WHEN MUMBAI WAS BANDH,2018-07-26,838497,58592,838497,Jul
1260,MY NEWEST FAMILY MEMBER,2018-07-24,1471602,85903,1471602,Jul
1261,THOSE 24 hours,2018-07-21,528159,44538,528159,Jul
1262,AS EASY AS LOVE,2018-07-19,666387,67254,666387,Jul
1263,NOT A HAPPY ENDING,2018-07-18,561349,37829,561349,Jul
1264,MY DARK SECRET,2018-07-16,615934,64685,615934,Jul
1265,THE OTHER SIDE OF LIFE,2018-07-15,619837,35499,619837,Jul
1266,THE HANGOVER IN BANGKOK,2018-07-13,548483,34699,548483,Jul
1267,WILL THIS BE ACCEPTED ???,2018-07-12,700156,44866,700156,Jul
1268,SHOPPED IN BANGKOK,2018-07-11,681848,54772,681848,Jul
1269,Mumbai to Bangkok,2018-07-10,830673,50125,830673,Jul
1270,MY ADDICTION's,2018-07-09,615599,41268,615599,Jul
1271,MUMBAI WATERPROOF,2018-07-05,577106,40641,577106,Jul
1272,FINALLY !!  Zenfone 5Z,2018-07-04,842328,52363,842328,Jul
1273,MY TIGER WONT START ..,2018-07-03,681743,45897,681743,Jul
1274,NOT AS PLANNED !!!!,2018-07-01,636956,36895,636956,Jul
1275,About MY NEXT BIG VIDEO,2018-06-29,524256,38802,524256,Jun
1276,BE FREE WITH ME,2018-06-26,900555,59016,900555,Jun
1277,Went To HOLLYWOOD,2018-06-24,1220640,59495,1220640,Jun
1278,at VIDCON 2018 LA,2018-06-23,1586636,118797,1586636,Jun
1279,FLIGHT GOT CANCELED WITH NO SLEEP,2018-06-22,1025559,55201,1025559,Jun
1280,WENT TO THE RACETRACK,2018-06-21,502925,57736,502925,Jun
1281,ON THE TOP OF EMPIRE STATE,2018-06-20,549451,42195,549451,Jun
1282,FLYING OVER NEW YORK,2018-06-19,1046194,101076,1046194,Jun
1283,"OFF TO "" New York City """,2018-06-18,742938,43043,742938,Jun
1284,LOST IN THE CAVES,2018-06-17,737422,47023,737422,Jun
1285,WE DROVE THE CHALLENGER,2018-06-16,901342,55077,901342,Jun
1286,BUSINESS CLASS ON EMIRATES A380,2018-06-15,3195984,123055,3195984,Jun
1287,BUSINESS OR PLEASURE ?,2018-06-14,862028,67745,862028,Jun
1288,FEW THOUGHTS !!!!,2018-06-13,554772,37406,554772,Jun
1289,I THOUGHT I WILL NEVER SHARE THIS,2018-06-12,713806,71056,713806,Jun
1290,A DIFFERENT EXPERIENCE,2018-06-11,969130,51282,969130,Jun
1291,MUMBAI MAI AYA TUFAAN,2018-06-10,659300,41022,659300,Jun
1292,An Honest Answer !!,2018-06-08,654497,38517,654497,Jun
1293,VERY GOOD NEWS !!!,2018-06-06,653166,39620,653166,Jun
1294,MY 600th VLOG,2018-06-04,519246,38101,519246,Jun
1295,HER BIRTHDAY PRESENT,2018-06-02,956946,56655,956946,Jun
1296,OUR TRUE STORY,2018-05-31,3421172,164732,3421172,May
1297,THIS COMPLETES MY GEAR,2018-05-29,736729,51378,736729,May
1298,iTS cOMPLICATED,2018-05-27,567514,36577,567514,May
1299,TOO HOT TO HANDLE,2018-05-24,1022531,52746,1022531,May
1300,PEOPLE THOUGHT I AM ....,2018-05-22,963473,58534,963473,May
1301,MOST DANGEROUS ROAD IN THE WORLD,2018-05-21,3554838,123177,3554838,May
1302,HIGHEST IN THE WORLD,2018-05-20,884548,58248,884548,May
1303,WE REACHED SAFELY,2018-05-19,884572,41675,884572,May
1304,BE RIGHT BACK !!!!,2018-05-17,550604,34208,550604,May
1305,DON'T TRY THIS Unless....,2018-05-16,1254525,55137,1254525,May
1306,THAT WAS A BLOOPER| Kalpa,2018-05-15,890961,47299,890961,May
1307,RIDE TO THE MOUNTAINS  | BMW GS1200 Rallye,2018-05-14,1197843,62975,1197843,May
1308,THE BIG SURPRISE,2018-05-13,868723,54472,868723,May
1309,"MET ""MUMBAI INDIANS"" CAPTAIN",2018-05-12,1440067,113868,1440067,May
1310,About My Tiger and little more,2018-05-10,629689,38815,629689,May
1311,MY NEXT CHALLENGE,2018-05-09,643580,38480,643580,May
1312,ITS NOT WHAT YOU THINK !!!!,2018-05-07,831886,49552,831886,May
1313,MY SPECIAL EDITION BEAST,2018-05-06,1510399,77450,1510399,May
1314,LOVE LETTER ON a BOARD EXAM PAPER,2018-05-05,658225,47329,658225,May
1315,Dream into Reality,2018-05-04,501574,46028,501574,May
1316,No VLogs ? THIS IS THE REASON,2018-05-03,743177,62637,743177,May
1317,FLYING BUSINESS CLASS,2018-05-01,3103998,89504,3103998,May
1318,LOOK what i just found ..,2018-04-30,560005,58464,560005,Apr
1319,BEST SUNSET EVER ......,2018-04-29,494851,41205,494851,Apr
1320,THE DRAMA ALERT !!!,2018-04-28,522900,40153,522900,Apr
1321,DID YOU KNOW THIS ?,2018-04-27,539908,45283,539908,Apr
1322,IN THIS CRAZY 4x4,2018-04-26,686015,47144,686015,Apr
1323,A SURPRISE AWAITS | BALI,2018-04-25,705023,53098,705023,Apr
1324,MY TRAVEL PLANS !!,2018-04-24,461410,33053,461410,Apr
1325,THE X FACTOR,2018-04-23,647481,43618,647481,Apr
1326,OUR UNBELIEVABLE LIFE,2018-04-22,1085521,75409,1085521,Apr
1327,Late Night Live,2018-04-21,0,3323,0,Apr
1328,🔴Late night live,2018-04-21,0,890,0,Apr
1329,🔴 Late night Live,2018-04-21,0,359,0,Apr
1330,🔴Saturday late night Live vlog,2018-04-21,0,343,0,Apr
1331,Saturday late night live vlog,2018-04-21,0,782,0,Apr
1332,I PISSED THEM OFF,2018-04-21,683262,52241,683262,Apr
1333,LIKE A BOSS !!!,2018-04-20,891300,64985,891300,Apr
1334,MY BIG DREAM,2018-04-19,532640,39455,532640,Apr
1335,I FELL SICK AT THE AIRPORT,2018-04-18,500495,40133,500495,Apr
1336,YESS !! ITS COMING..,2018-04-17,637235,49211,637235,Apr
1337,MY REAL JOB ?,2018-04-16,706117,58775,706117,Apr
1338,CAR CATCHES FIRE,2018-04-15,651183,44674,651183,Apr
1339,FRIDAY THE 13th,2018-04-14,868272,64054,868272,Apr
1340,OUR LOVE & HATE RELATIONSHIP,2018-04-13,833621,62194,833621,Apr
1341,CHANGE IS HERE !!!,2018-04-12,674513,46476,674513,Apr
1342,THERE SHE GOES,2018-04-11,641859,39529,641859,Apr
1343,I WASN'T ALLOWED TO DO IT !!,2018-04-10,728150,59314,728150,Apr
1344,IT WAS HER IDEA !,2018-04-09,841296,56720,841296,Apr
1345,DUCATI ON THE STREET OF MUMBAI,2018-04-08,750360,63727,750360,Apr
1346,GUESS WHAT I AM DRIVING ?,2018-04-07,1258673,63049,1258673,Apr
1347,I SPOKE ABOUT IT .,2018-04-06,630313,41724,630313,Apr
1348,SOMETHING WAS WRONG,2018-04-05,999344,53990,999344,Apr
1349,DRONE DAY,2018-04-04,756169,49273,756169,Apr
1350,Story Label MN,2018-04-03,1310699,63088,1310699,Apr
1351,SHOW MUST GO ON !!,2018-04-02,543398,55467,543398,Apr
1352,SOLD THE TIGER And..,2018-04-01,1026558,67579,1026558,Apr
1353,DRAW MY LIFE | Mumbiker Nikhil,2018-03-31,4164467,285110,4164467,Mar
1354,FINALLY BOUGHT THIS ...,2018-03-30,625644,44454,625644,Mar
1355,THE BIG ANNOUNCEMENT,2018-03-29,535341,54235,535341,Mar
1356,ITS GOING TO BE SPECIAL,2018-03-26,571405,40705,571405,Mar
1357,OUR FAN-FEST MUMBAI 2018,2018-03-24,1328526,76084,1328526,Mar
1358,HE SURPRISED ME,2018-03-23,1048721,73383,1048721,Mar
1359,IT's MAGIC !!!,2018-03-22,3046432,185025,3046432,Mar
1360,COMING SOON ...,2018-03-19,735332,46049,735332,Mar
1361,1 Million | WE DID IT!!!!,2018-03-17,908748,54573,908748,Mar
1362,So So close...,2018-03-16,650819,77720,650819,Mar
1363,IT'S FINALLY LAUNCHED,2018-03-16,1102473,64912,1102473,Mar
1364,LOOK WHO'S HERE...,2018-03-15,1541979,99619,1541979,Mar
1365,THE LAND OF MN,2018-03-14,807051,48198,807051,Mar
1366,NOT ALLOWED !!!,2018-03-13,704411,41767,704411,Mar
1367,I WAS IN LOVE BUT....,2018-03-10,1075945,55696,1075945,Mar
1368,WHAT TO CHOOSE ?,2018-03-08,745964,47116,745964,Mar
1369,THE MILLION DOLLAR QUESTION,2018-03-07,467658,38644,467658,Mar
1370,WE MADE IT !!,2018-03-04,693010,43070,693010,Mar
1371,HAPPY HOLI,2018-03-03,1006142,73962,1006142,Mar
1372,THE BORDER [ IND - PAK ],2018-03-02,1418184,62248,1418184,Mar
1373,NOW DO THIS...,2018-03-01,696942,44958,696942,Mar
1374,HAS THIS EVER HAPPENED TO YOU ?,2018-02-28,693806,49755,693806,Feb
1375,THIS WILL CHANGE YOUR MIND,2018-02-27,1505657,79451,1505657,Feb
1376,WAITED ONE YEAR FOR THIS,2018-02-26,1019290,53580,1019290,Feb
1377,As I Promised !,2018-02-24,1015562,77479,1015562,Feb
1378,SO CLOSE TO 1 MILLION,2018-02-23,511209,49794,511209,Feb
1379,THE FAKE STRIKE,2018-02-21,479430,33671,479430,Feb
1380,BROKE ANOTHER RECORD,2018-02-18,2406673,129289,2406673,Feb
1381,TIME FOR BMW,2018-02-17,2353243,103806,2353243,Feb
1382,In Delhi Again,2018-02-16,542232,32954,542232,Feb
1383,NEED YOUR small HELP,2018-02-15,761541,44368,761541,Feb
1384,HERE IT IS,2018-02-13,619727,28634,619727,Feb
1385,OFFROADING THIS JEEP,2018-02-11,579453,54939,579453,Feb
1386,IT WASN'T PLANNED,2018-02-10,470329,30111,470329,Feb
1387,UNBOXING THE LOVE,2018-02-09,2101293,82976,2101293,Feb
1388,Sneak Peek,2018-02-08,864212,38494,864212,Feb
1389,STAY FiLMY,2018-02-06,628026,46121,628026,Feb
1390,MY PRIORITY ...,2018-02-04,742222,66464,742222,Feb
1391,"once in a "" BLUE MOON """,2018-02-01,645382,40999,645382,Feb
1392,THE MOST FUN VLOG,2018-01-31,1232112,57645,1232112,Jan
1393,THIS JUST HAPPENED,2018-01-29,519862,38154,519862,Jan
1394,Just an Update !!!,2018-01-25,450302,31769,450302,Jan
1395,A NEW RECORD,2018-01-23,1229540,76800,1229540,Jan
1396,CRAZY DAY IN LUCKNOW,2018-01-22,712878,36475,712878,Jan
1397,STOPPED AT THE BORDER,2018-01-21,2076000,68130,2076000,Jan
1398,WE FOUND THE BATCAVE,2018-01-20,680560,37738,680560,Jan
1399,IT WAS NOT ALLOWED :P,2018-01-19,845862,46890,845862,Jan
1400,ALMOST HAD TO LEAVE NEPAL,2018-01-18,672446,47070,672446,Jan
1401,AT THE TOP,2018-01-17,819084,47145,819084,Jan
1402,ALL THE LOVE FROM KATHMANDU,2018-01-16,839203,63715,839203,Jan
1403,OFF TO KATHMANDU,2018-01-15,1295645,61065,1295645,Jan
1404,CROSSED THE BORDER,2018-01-14,1596422,67410,1596422,Jan
1405,HERE WE GO...,2018-01-13,1244772,55538,1244772,Jan
1406,SAD NEWs,2018-01-11,556587,43886,556587,Jan
1407,SO EMBARRASSING ....,2018-01-10,763296,39768,763296,Jan
1408,BIKERS ATTACKED ?,2018-01-09,987827,50895,987827,Jan
1409,"My good, My bad, My ugly....",2018-01-08,603486,31032,603486,Jan
1410,TOO MANY PROBLEMS...,2018-01-07,880853,36964,880853,Jan
1411,EPIC!!!,2018-01-06,709961,55315,709961,Jan
1412,IT's  FINALLY HERE !!!,2018-01-05,795817,37314,795817,Jan
1413,GUESS WHATS COMING..,2018-01-03,1376402,49076,1376402,Jan
1414,FIRST DAY OF 2018,2018-01-02,435979,34712,435979,Jan
1415,VERY VERY  UPSET !!!!,2017-12-31,422141,52917,422141,Dec
1416,BACK TO ACTING,2017-12-29,650842,41043,650842,Dec
1417,I MADE A BIG DECISION,2017-12-28,1244225,67644,1244225,Dec
1418,THEY WERE NOT STOPPING,2017-12-26,569574,37257,569574,Dec
1419,MY 2017 Rewind | The Confession,2017-12-25,372869,50639,372869,Dec
1420,SELF OBSESSED CHILD ?,2017-12-24,351545,25486,351545,Dec
1421,HAPPY HOLIDAYS !!,2017-12-22,335937,22065,335937,Dec
1422,LONG STORY SHORT,2017-12-20,473043,31838,473043,Dec
1423,Sharing The Secret Videos,2017-12-17,772064,38924,772064,Dec
1424,ALL IN ONE (  YT year end party ),2017-12-16,2079183,102864,2079183,Dec
1425,About the controversy,2017-12-15,1228685,56866,1228685,Dec
1426,TIGER ZINDA HAI,2017-12-13,704768,31852,704768,Dec
1427,BIGGEST GIVEAWAY EVER!!!,2017-12-12,377059,31817,377059,Dec
1428,Don't DO THIS Plz,2017-12-12,382204,27091,382204,Dec
1429,I LOST MY WALLET,2017-12-10,613527,36514,613527,Dec
1430,PRAGUE REMINDS OF SRK,2017-12-08,520306,35944,520306,Dec
1431,Finally !!! I DID IT,2017-12-07,495672,40177,495672,Dec
1432,Prague to Brno,2017-12-06,623191,32932,623191,Dec
1433,SNOWFALL IN PRAGUE,2017-12-05,808421,44087,808421,Dec
1434,I am in Czech Republic,2017-12-04,1582175,64046,1582175,Dec
1435,I Had To Speak up,2017-12-03,471523,29303,471523,Dec
1436,THE COMPLETE STORY,2017-11-30,672511,33814,672511,Nov
1437,A Layover in Hyderabad,2017-11-28,706029,35384,706029,Nov
1438,WE GOT LATE BECAUSE OF THIS,2017-11-28,713378,29563,713378,Nov
1439,A CRAZY DAY IN VIZAG,2017-11-26,951339,44306,951339,Nov
1440,Riding for 27 hours | Mumbai to ?,2017-11-25,1384180,55031,1384180,Nov
1441,MY LUCKY SUNGLASSES,2017-11-24,505841,32303,505841,Nov
1442,Look What Happened,2017-11-23,660145,34086,660145,Nov
1443,Making MONEY on Social Media ?,2017-11-21,421653,32277,421653,Nov
1444,BORA BAZAAR MUMBAI,2017-11-19,811624,35627,811624,Nov
1445,"""Andar ki baat"" with Be YouNick",2017-11-18,587450,30147,587450,Nov
1446,BEST VLOGGING CAMERA EVER !!!,2017-11-17,1338742,50999,1338742,Nov
1447,Invitation From Texas,2017-11-15,341600,22203,341600,Nov
1448,Does She Make ME Jealous ?,2017-11-13,1082352,41908,1082352,Nov
1449,It Will Change Everything,2017-11-11,482564,30655,482564,Nov
1450,GOT A DRONE FOR FREE,2017-11-09,1162740,41247,1162740,Nov
1451,THIS IS HOW ITS DONE,2017-11-08,650967,36536,650967,Nov
1452,I DID IT...,2017-11-07,385040,21215,385040,Nov
1453,Its my Birthday,2017-11-04,691471,47147,691471,Nov
1454,I Bought The RING 💡,2017-11-03,451837,24917,451837,Nov
1455,"FASTEST "" Agra To Mumbai """,2017-11-01,1350692,42503,1350692,Nov
1456,FIRST TIME ON YAMUNA EXPRESS,2017-10-30,1673368,90373,1673368,Oct
1457,The Great TAJ MAHAL,2017-10-29,631550,30947,631550,Oct
1458,Bhopal to Agra,2017-10-28,974514,42790,974514,Oct
1459,DATE WITH AVANTI,2017-10-27,3569077,117540,3569077,Oct
1460,Mumbai To Bhopal,2017-10-26,1375936,48224,1375936,Oct
1461,Expect The Unexpected,2017-10-24,706628,26377,706628,Oct
1462,MY LIFE IN QATAR AIRWAYS,2017-10-21,1956940,87928,1956940,Oct
1463,A SURPRISE GIFT,2017-10-20,662575,33732,662575,Oct
1464,DIWALI SPECIAL ....,2017-10-19,488479,24659,488479,Oct
1465,A VERY IMPORTANT MESSAGE !!,2017-10-18,382882,28392,382882,Oct
1466,A CRAZY DAY IN ABU DHABI,2017-10-17,379712,22806,379712,Oct
1467,FUN RIDING NINJA 1000,2017-10-15,761230,30601,761230,Oct
1468,A BIG CHANGE IN PLAN,2017-10-13,285755,14927,285755,Oct
1469,WORLDS HIGHEST BUNGEE JUMP,2017-10-12,964369,48683,964369,Oct
1470,RIDING A BMW BICYCLE,2017-10-11,846210,33023,846210,Oct
1471,Look What I Just Found,2017-10-10,399550,28163,399550,Oct
1472,I AM IN MACAU,2017-10-09,577731,21718,577731,Oct
1473,OMG !!! That was Crazy.,2017-10-07,542599,25747,542599,Oct
1474,EXPOSED !!!,2017-10-04,410240,21164,410240,Oct
1475,Time For Us to Meet,2017-10-01,520722,20831,520722,Oct
1476,A WHITE FERRARI,2017-09-28,537553,23071,537553,Sep
1477,BEST DAY IN DUBAI,2017-09-27,1002003,35599,1002003,Sep
1478,At The Top Of BURJ KHALIFA | Dubai,2017-09-26,601145,24469,601145,Sep
1479,Worse Traffic in Dubai,2017-09-25,839601,27154,839601,Sep
1480,CHEAPEST IN DUBAI,2017-09-24,1745885,36311,1745885,Sep
1481,Legal Action on Me ?,2017-09-19,2402880,88630,2402880,Sep
1482,SEE Something NEW,2017-09-16,467075,25301,467075,Sep
1483,FIND THE REAL YOU | 7 Days Transformation,2017-09-15,745285,49059,745285,Sep
1484,SOUL TALK | Coming 7 days,2017-09-08,271059,29148,271059,Sep
1485,MUST IN GOA,2017-09-07,604335,24528,604335,Sep
1486,MY GOA STORY,2017-09-05,898620,41069,898620,Sep
1487,Something Different | Managing my exp,2017-09-02,212562,11478,212562,Sep
1488,LAVASA CITY FOR MYSELF,2017-09-02,771237,23408,771237,Sep
1489,IT RAINED ALOT IN MUMBAI,2017-08-30,564720,35054,564720,Aug
1490,SPARK IN MY LIFE,2017-08-27,520497,25554,520497,Aug
1491,San Francisco  was fun,2017-08-23,349657,24884,349657,Aug
1492,I WENT ON THE RACE TRACK,2017-08-21,310595,17538,310595,Aug
1493,LOST IN BETWEEN 800 PORSCHE,2017-08-20,308019,18108,308019,Aug
1494,DRIVING A FERRARI,2017-08-19,1053225,49220,1053225,Aug
1495,In CALIFORNIA,2017-08-18,1316648,45625,1316648,Aug
1496,USA confirmed !,2017-08-15,404060,25925,404060,Aug
1497,The HIMALAYA'S | Leh To Manali,2017-08-13,3140473,75413,3140473,Aug
1498,DREAM COME TRUE,2017-08-11,1158194,0,1158194,Aug
1499,A DAY IN LADAKH,2017-08-09,1105607,52324,1105607,Aug
1500,STORY OF KARGIL,2017-08-08,2740483,72488,2740483,Aug
1501,WHAT REALLY HAPPENDED IN KASHMIR ?,2017-08-07,1597352,81103,1597352,Aug
1502,So far so good,2017-08-06,468380,24765,468380,Aug
1503,Mesmerizing PATNITOP,2017-07-30,1098835,57286,1098835,Jul
1504,READY TO TOUR,2017-07-29,761878,23446,761878,Jul
